sentiment,text,clean_text,person_count,org_count,loc_count
positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",term offtake agreement talvivaara cameco provide upfront investment maximum million cover construction cost uranium extraction circuit,2,0,0
positive,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",vaisala oyj press release september vaisala signed contract sell oxygen measurement technology business sick maihak gmbh,1,2,0
positive,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",beijing xfnasia hong konglisted standard chartered bank said signed china mobile phone dealer financing agreement nokia making first foreign bank offer financing country small medium enterprise,2,1,0
neutral,- Provides summary of the medical equipment pipeline products that the company is developing .,provides summary medical equipment pipeline product company developing,0,0,0
neutral,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",course talk coming new project involve material handling konecranes president ceo pekka lundmark said asked whether talking reliance industry supplying equipment upcoming refinery jamnagar,1,2,0
positive,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",lidskoe pivo investment program foresees integrated modernization production updating transport logistics infrastructure developing new marketing instrument mikshis said,2,0,0
positive,`` Residentialconstruction in particular has picked up in several markets .,residentialconstruction particular picked several market,0,0,0
neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,ruukki included djsi world second year running european djsi stoxx third year running,1,2,0
neutral,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,sale oxygen measurement business strengthens goal focus chosen market segment,0,0,0
neutral,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .",corresponding increase euro ahlstrom share capital entered trade register today,0,1,0
neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",august latvijas finieris ordered production line new green veneer mill built ukmerge central lithuania,1,0,0
neutral,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,finnish house manufacturer targeting strongly growing onefamily house market russia,0,0,0
positive,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",transaction alma medium raised stake talentum share voting right,1,0,0
neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,aldata said still number operational aspect defined microsoft detail product market initiative resulting agreement available later date,1,1,0
neutral,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .",alexandria july hannu kahonen juuka finland developed ornamental design handle fire pit door patent trademark office announced,2,0,0
neutral,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",alexandria may kenneth bower vista calif developed ornamental design handset patent trademark office announced,2,0,0
positive,"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",largest elevator market world chinese output elevator continued rise unit yronyr,0,0,0
neutral,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,aspocomp intends set plant manufacture printed circuit board investment crore,0,0,0
neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",baltic pearl cjsc subsidiary shanghai foreign joint investment company developing project petersburg comprising million square meter residential space two hospital several school nursery,2,0,0
neutral,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",biohit oyj develops manufacture market liquid handling product diagnostic test system use research healthcare industrial laboratory,1,1,0
neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,call switchboard directory service decreased significantly since employee uptodate contact information colleague customer phone place call directly,0,0,0
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .",cargotec share capital increase total euro,0,0,0
neutral,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",cargotec share capital increase total eur,0,1,0
positive,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",compared ftse index rose point day relative price change,0,1,0
positive,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,componenta increased stake turkish steel company doktas dokumculuk ticaret sanayi pct stake march,2,1,0
positive,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",earnings per share eps seen eur eur,0,1,0
positive,Estonia 's beer market overall grew three percent last year to 130 million liters .,estonia beer market overall grew three percent last year million liter,0,0,0
neutral,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,finnish food company raisio oyj hel raivv said friday wrapped divestment margarine operation sector player bunge ltd nyse eurm usd,3,1,0
positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,finnish lifting equipment maker konecranes hel kcrv said july raised stake austrian manipulator maker ac konecranes bought german sector player knight europe,3,1,0
neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,finnish paper maker upmkymmene corp monday announced sale wrapping unit walki wisa capman investment group move concentrate core business,1,1,0
neutral,Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,following increase companyeur capital total mln romanian lei mln mln euro,0,0,0
positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",helsinki afx kci konecranes said raised stake mmh holding inc owner usbased morris material handling pct pct,0,5,0
neutral,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",generated net sale eur million usd,0,1,0
neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",august latvijas finieris ordered production line new green veneer mill built ukmerge lithuania,1,0,0
positive,It delivers a different user experience and enables us to widen the market we can address . '',delivers different user experience enables widen market address,0,0,0
neutral,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,jacob supporting storengy investment developing storage site since owner engineer,1,0,0
positive,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",adpnews jun finnish stainless steel maker outokumpu oyj hel outv said yesterday signed threeyear eur million usd revolving credit facility,2,0,0
positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,increase net sale due acquisition swedish silva produce garden tool boat,0,0,0
neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",ashley deputy executive chairman sport direct sold stake company pound time float,1,1,0
